id,title2,release_year,imdb_id
726,Fluke,1995,tt0113089
727,Immortal Beloved,1994,tt0110116
728,Junior,1994,tt0110216
729,Nell,1994,tt0110638
730,Queen Margot,1994,tt0110963
731,Corrina Corrina,1994,
732,Dave,1993,tt0106673
733,Go Fish,1994,tt0109913
734,Made in America,1993,tt0107478
735,Philadelphia,1993,tt0107818
736,Shadowlands,1993,tt0108101
737,Sirens,1994,tt0111201
738,Threesome,1994,tt0111418
739,Pretty Woman,1990,tt0100405
740,Jane Eyre,1996,tt0116684
741,The Last Supper,1995,tt0113613
742,Ransom,1996,tt0117438
743,The Crow: City of Angels,1996,tt0115986
744,Michael Collins,1996,tt0117039
745,The Ruling Class,1972,tt0069198
746,Real Genius,1985,tt0089886
747,Benny & Joon,1993,tt0106387
748,The Saint,1997,tt0120053
749,The MatchMaker,1997,tt0119632
750,Amistad,1997,tt0118607
751,Tomorrow Never Dies,1997,tt0120347
752,The Replacement Killers,1998,tt0120008
753,Burnt By the Sun,1994,
754,Red Corner,1997,tt0119994
755,Jumanji,1995,tt0113497
756,Father of the Bride Part II,1995,tt0113041
757,Across the Sea of Time,1995,tt0112286
758,Lawnmower Man 2: Beyond Cyberspace,1996,tt0116839
759,Fair Game,1995,tt0113010
760,Screamers,1995,tt0114367
761,Nick of Time,1995,tt0113972
762,Beautiful Girls,1996,tt0115639
763,Happy Gilmore,1996,tt0116483
764,If Lucy Fell,1996,tt0116606
765,Boomerang,1992,tt0103859
766,Man of the Year,1995,tt0113756
767,The Addiction,1995,tt0112288
768,Casper,1995,tt0112642
769,Congo,1995,tt0112715
770,Devil in a Blue Dress,1995,tt0112857
771,Johnny Mnemonic,1995,tt0113481
772,Kids,1995,tt0113540
773,Mute Witness,1994,
774,The Prophecy,1995,tt0114194
775,Something to Talk About,1995,tt0114496
776,Three Wishes,1995,tt0114663
777,Castle Freak,1995,
778,Don Juan DeMarco,1995,
779,Drop Zone,1994,tt0109676
780,Dumb & Dumber,1994,
781,French Kiss,1995,tt0113117
782,Little Odessa,1994,tt0110365
783,Milk Money,1994,tt0110516
784,Beyond Bedlam,1993,
785,Only You,1994,tt0110737
786,The Perez Family,1995,tt0114113
787,Roommates,1995,tt0114296
788,Relative Fear,1994,tt0110965
789,Swimming with Sharks,1995,
790,Tommy Boy,1995,tt0114694
791,The Baby-Sitters Club,1995,tt0112435
792,Bullets Over Broadway,1994,tt0109348
793,Crooklyn,1994,tt0109504
794,It Could Happen to You,1994,tt0110167
795,Richie Rich,1994,tt0110989
796,Speechless,1994,tt0111256
797,Timecop,1994,tt0111438
798,Bad Company,1995,tt0112443
799,Boys Life,1995,
800,In the Mouth of Madness,1995,tt0113409
801,The Air Up There,1994,tt0109067
802,Hard Target,1993,tt0107076
803,Heaven & Earth,1993,tt0107096
804,Jimmy Hollywood,1994,tt0110197
805,Manhattan Murder Mystery,1993,tt0107507
806,Menace II Society,1993,tt0107554
807,Poetic Justice,1993,tt0107840
808,The Program,1993,tt0107889
809,Rising Sun,1993,tt0107969
810,The Shadow,1994,tt0111143
811,Thirty-Two Short Films About Glenn Gould,1993,
812,Andre,1994,tt0109120
813,The Celluloid Closet,1995,tt0112651
814,A Great Day in Harlem,1994,tt0109934
815,One Fine Day,1996,tt0117247
816,Candyman: Farewell to the Flesh,1995,tt0112625
817,Frisk,1995,tt0113122
818,Girl 6,1996,tt0116414
819,Eddie,1996,tt0116168
820,Space Jam,1996,tt0117705
821,Mrs. Winterbourne,1996,tt0117104
822,Faces,1968,tt0062952
823,Mulholland Falls,1996,tt0117107
824,The Great White Hype,1996,tt0116448
825,The Arrival,1996,tt0115571
826,The Phantom,1996,tt0117331
827,Daylight,1996,tt0116040
828,Alaska,1996,tt0115493
829,Fled,1996,tt0116320
830,Power 98,1995,
831,Escape from L.A.,1996,tt0116225
832,Bogus,1996,tt0115725
833,Bulletproof,1996,tt0115783
834,Halloween: The Curse of Michael Myers,1995,tt0113253
835,The Gay Divorcee,1934,tt0025164
836,Ninotchka,1939,tt0031725
837,Meet John Doe,1941,tt0033891
838,In the Line of Duty 2,1987,
839,Loch Ness,1995,
840,Last Man Standing,1996,tt0116830
841,The Glimmer Man,1996,tt0116421
842,Pollyanna,1960,tt0054195
843,The Shaggy Dog,1959,tt0053271
844,Freeway,1996,tt0116361
845,That Thing You Do!,1996,tt0117887
846,To Gillian on Her 37th Birthday,1996,tt0117924
847,Looking for Richard,1996,tt0116913
848,My Sweet Murder,1944,
849,Days of Thunder,1990,tt0099371
850,A Perfect Candidate,1996,tt0117320
851,Two or Three Things I Know About Her,1966,
852,The Bloody Child,1996,tt0115715
853,Braindead,1992,tt0103873
854,Bad Taste,1987,tt0092610
855,Diva,1981,tt0082269
856,Night on Earth,1991,tt0102536
857,Paris Was a Woman,1995,
858,Amityville: Dollhouse,1996,
859,April Fool's Day,1986,tt0090655
860,The Believers,1987,tt0092632
861,Nosferatu a Venezia,1986,
862,Jingle All the Way,1996,tt0116705
863,The Garden of Finzi-Contini,1970,
864,My Fellow Americans,1996,tt0117119
865,The Ice Storm,1997,tt0119349
866,Michael,1996,tt0117038
867,The Whole Wide World,1996,tt0118163
868,Hearts and Minds,1996,
869,Fools Rush In,1997,tt0119141
870,Touch,1997,tt0120357
871,Vegas Vacation,1997,tt0120434
872,Love Jones,1997,tt0119572
873,Picture Perfect,1997,tt0119896
874,Career Girls,1997,tt0118818
875,She's So Lovely,1997,tt0120112
876,Money Talks,1997,tt0119695
877,Excess Baggage,1997,tt0119086
878,That Darn Cat!,1997,
879,The Peacemaker,1997,tt0119874
880,Soul Food,1997,tt0120169
881,Money Talks,1997,tt0119695
882,Washington Square,1997,tt0120481
883,Telling Lies in America,1997,tt0120303
884,Year of the Horse,1997,tt0120539
885,Phantoms,1998,tt0119891
886,A Life Less Ordinary,1997,tt0119535
887,Eve's Bayou,1997,tt0119080
888,One Night Stand,1997,tt0119832
889,The Tango Lesson,1997,tt0120275
890,Mortal Kombat: Annihilation,1997,tt0119707
891,Bent,1997,tt0118698
892,Flubber,1997,tt0119137
893,For Richer or Poorer,1997,tt0119142
894,Home Alone 3,1997,tt0119303
895,Scream 2,1997,tt0120082
896,The Sweet Hereafter,1997,tt0120255
897,Time Tracers,1995,
898,The Postman,1997,tt0119925
899,The Winter Guest,1997,tt0120521
900,Kundun,1997,tt0119485
901,Mr. Magoo,1997,tt0119718
902,The Big Lebowski,1998,tt0118715
903,Afterglow,1997,tt0118566
904,Ma vie en rose,1997,tt0119590
905,Great Expectations,1998,tt0119223
906,Oscar & Lucinda,1997,
907,Vermin,1998,tt0120881
908,Half Baked,1998,tt0120693
909,Dangerous Beauty,1998,tt0118892
910,Nil By Mouth,1997,
911,Twilight,1998,tt0119594
912,U.S. Marshalls,1998,
913,Love and Death on Long Island,1997,tt0119574
914,Wild Things,1998,tt0120890
915,Primary Colors,1998,tt0119942
916,Lost in Space,1998,tt0120738
917,Mercury Rising,1998,tt0120749
918,City of Angels,1998,tt0120632
919,The City of Lost Children,1995,tt0112682
920,Two Bits,1995,tt0114753
921,Farewell My Concubine,1993,tt0106332
922,Dead Man,1995,tt0112817
923,Raise the Red Lantern,1991,tt0101640
924,White Squall,1996,tt0118158
925,Unforgettable,1996,tt0118040
926,Down Periscope,1996,tt0116130
927,The Flower of My Secret,1995,tt0113083
928,The Craft,1996,tt0115963
929,Harriet the Spy,1996,tt0116493
930,Chain Reaction,1996,tt0115857
931,The Island of Dr. Moreau,1996,tt0116654
932,First Kid,1996,tt0116311
933,The Funeral,1996,tt0116378
934,The Preacher's Wife,1996,tt0117372
935,Paradise Road,1997,tt0119859
936,Brassed Off,1996,tt0115744
937,A Thousand Acres,1997,tt0120323
938,A Smile Like Yours,1997,tt0120151
939,Murder in the First,1995,tt0113870
940,Airheads,1994,tt0109068
941,With Honors,1994,tt0111732
942,What's Love Got to Do with It,1993,tt0108551
943,Killing Zoe,1994,
944,Renaissance Man,1994,tt0110971
945,Charade,1963,tt0056923
946,The Fox and the Hound,1981,tt0082406
947,The Big Blue,1988,tt0094738
948,Booty Call,1997,tt0118750
949,How to Make an American Quilt,1995,tt0113347
950,Georgia,1995,tt0113158
951,The Indian in the Cupboard,1995,tt0113419
952,Blue in the Face,1995,tt0112541
953,Unstrung Heroes,1995,tt0114798
954,Unzipped,1995,tt0114805
955,Before Sunrise,1995,tt0112471
956,Nobody's Fool,1994,tt0110684
957,Pushing Hands,1992,
958,To Live,1994,tt0110081
959,Dazed and Confused,1993,tt0106677
960,Naked,1993,tt0107653
961,Orlando,1993,
962,Ruby in Paradise,1993,tt0108000
963,Some Folks Call It a Sling Blade,1993,
964,A Month by the Lake,1995,tt0113849
965,Funny Face,1957,tt0050419
966,An Affair to Remember,1957,tt0050105
967,Little Lord Fauntleroy,1936,tt0027893
968,The Inspector General,1949,tt0041509
969,Winnie the Pooh and the Blustery Day,1968,tt0063819
970,Hear My Song,1991,tt0102014
971,Mediterraneo,1991,tt0102426
972,Passion Fish,1992,tt0105107
973,Grateful Dead,1995,tt0113212
974,Eye for an Eye,1996,tt0116260
975,Fear,1996,tt0116287
976,Solo,1996,tt0117688
977,The Substitute,1996,tt0117774
978,Heaven's Prisoners,1996,tt0116508
979,The Trigger Effect,1996,tt0117965
980,Mother Night,1996,tt0117093
981,Dangerous Ground,1997,tt0118927
982,Maximum Risk,1996,tt0117011
983,The Rich Man's Wife,1996,tt0117473
984,Shadow Conspiracy,1997,tt0120107
985,Blood & Wine,1997,
986,Turbulence,1997,tt0120390
987,Underworld,1997,
988,The Beautician and the Beast,1997,tt0118691
989,Cats Don't Dance,1997,tt0118829
990,Anna Karenina,1997,tt0118623
991,Keys to Tulsa,1997,tt0116762
992,Head Above Water,1996,tt0116502
993,Hercules,1997,tt0119282
994,The Last Time I Committed Suicide,1997,tt0119502
995,Guido Kiss Me,1997,
996,The Big Green,1995,tt0112499
997,Stuart Saves His Family,1995,tt0114571
998,Cabin Boy,1994,tt0109361
999,Clean Slate,1994,tt0109443
1000,Lightning Jack,1994,tt0110353
1001,The Stupids,1996,tt0117768
1002,The Pest,1997,tt0119887
1003,That Darn Cat!,1997,
1004,Geronimo: An American Legend,1993,tt0107004
1005,La Double vie de Véronique,1991,
1006,Until the End of the World,1991,tt0101458
1007,Waiting for Guffman,1996,tt0118111
1008,I Shot Andy Warhol,1996,tt0116594
1009,Stealing Beauty,1996,tt0117737
1010,Basquiat,1996,tt0115632
1011,2 Days in the Valley,1996,tt0115438
1012,Private Parts,1997,tt0119951
1013,Anaconda,1997,tt0118615
1014,Romy and Michele's High School Reunion,1997,tt0120032
1015,Shiloh,1997,
1016,Con Air,1997,tt0118880
1017,Trees Lounge,1996,tt0117958
1018,Tie Me Up! Tie Me Down!,1990,
1019,Die xue shuang xiong,1989,
1020,Gaslight,1944,tt0036855
1021,8 1/2,1963,
1022,Cheap & Out of Control Fast,1997,
1023,Fathers' Day,1997,tt0119109
1024,Mrs. Dalloway,1997,
1025,Fire Down Below,1997,tt0119123
1026,The Lay of the Land,1997,tt0123953
1027,The Shooter,1995,tt0114432
1028,Grumpier Old Men,1995,tt0113228
1029,Jury Duty,1995,tt0113500
1030,The Beverly Hillbillies,1993,tt0106400
1031,Lassie,1994,tt0110305
1032,Little Big League,1994,tt0110363
1033,Homeward Bound II: Lost in San Francisco,1996,tt0116552
1034,The Quest,1996,tt0117420
1035,Cool Runnings,1993,tt0106611
1036,Drop Dead Fred,1991,tt0101775
1037,Grease 2,1982,tt0084021
1038,Switchback,1997,tt0119210
1039,Hamlet,1996,tt0116477
1040,Two if by Sea,1996,
1041,Forget Paris,1995,tt0113097
1042,Just Cause,1995,tt0113501
1043,Rent-a-Kid,1995,
1044,The Paper,1994,tt0110771
1045,Fearless,1993,tt0106881
1046,Malice,1993,tt0107497
1047,Multiplicity,1996,tt0117108
1048,She's the One,1996,tt0117628
1049,House Arrest,1996,tt0116571
1050,The Ghost and Mrs. Muir,1947,tt0039420
1051,The Associate,1996,tt0115580
1052,Dracula: Dead and Loving It,1995,tt0112896
1053,Now and Then,1995,tt0114011
1054,Mr. Wrong,1996,tt0117102
1055,A Simple Twist of Fate,1994,tt0111194
1056,Cronos,1992,
1057,The Pallbearer,1996,tt0117283
1058,The War,1994,tt0111667
1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,tt0116126
1060,The Adventures of Pinocchio,1996,tt0115472
1061,The Evening Star,1996,tt0116240
1062,Four Days in September,1997,tt0119815
1063,A Little Princess,1995,tt0113670
1064,Crossfire,1947,tt0039286
1065,Koyaanisqatsi,1983,
1066,Balto,1995,tt0112453
1067,Bottle Rocket,1996,tt0115734
1068,The Star Maker,1995,tt0114808
1069,Amateur,1994,tt0109093
1070,Living in Oblivion,1995,tt0113677
1071,Party Girl,1995,tt0114095
1072,A Pyromaniac's Love Story,1995,tt0114210
1073,Shallow Grave,1994,tt0111149
1074,Reality Bites,1994,tt0110950
1075,A Man of No Importance,1994,tt0110455
1076,The Pagemaster,1994,tt0110763
1077,Love and a .45,1994,tt0110395
1078,Oliver & Company,1988,tt0095776
1079,Joe's Apartment,1996,tt0116707
1080,Celestial Clockwork,1994,tt0109485
1081,Curdled,1996,tt0115994
1082,Female Perversions,1996,tt0116293
1083,Albino Alligator,1996,tt0115495
1084,Anne Frank Remembered,1995,tt0112373
1085,Carried Away,1996,tt0115837
1086,It's My Party,1995,
1087,Bloodsport 2,1995,
1088,Double Team,1997,tt0119013
1089,Speed 2: Cruise Control,1997,tt0120179
1090,Sliver,1993,tt0108162
1091,Pete's Dragon,1977,tt0076538
1092,Dear God,1996,tt0116059
1093,Live Nude Girls,1995,tt0113674
1094,A Thin Line Between Love and Hate,1996,tt0117891
1095,High School High,1996,tt0116531
1096,Commandments,1997,tt0115927
1097,Hate,1995,
1098,Flirting With Disaster,1996,
1099,Green Firecracker Red Firecracker,1994,
1100,What Happened Was...,1994,tt0111689
1101,Six Degrees of Separation,1993,tt0108149
1102,Two Much,1996,
1103,Trust,1990,tt0103130
1104,C'est arrivé près de chez vous,1992,
1105,Firestorm,1998,tt0120670
1106,The Newton Boys,1998,tt0120769
1107,Beyond Rangoon,1995,tt0112495
1108,Feast of July,1995,tt0113044
1109,Death and the Maiden,1994,tt0109579
1110,Tank Girl,1995,tt0114614
1111,Double Happiness,1994,tt0109655
1112,Cobb,1994,tt0109450
1113,Mrs. Parker and the Vicious Circle,1994,tt0110588
1114,Faithful,1996,tt0116269
1115,Twelfth Night,1996,tt0117991
1116,The Mark of Zorro,1940,tt0032762
1117,Surviving Picasso,1996,tt0117791
1118,Up in Smoke,1978,tt0078446
1119,Some Kind of Wonderful,1987,tt0094006
1120,I'm Not Rappaport,1996,tt0116601
1121,The Umbrellas of Cherbourg,1964,tt0058450
1122,They Made Me a Criminal,1939,tt0032022
1123,The Last Time I Saw Paris,1954,tt0047162
1124,A Farewell to Arms,1932,tt0022879
1125,The Innocents,1961,tt0055018
1126,The Old Man and the Sea,1958,tt0052027
1127,The Truman Show,1998,tt0120382
1128,Heidi Fleiss: Hollywood Madam,1995,
1129,Chungking Express,1994,tt0109424
1130,Jupiter's Wife,1994,
1131,Safe,1995,tt0114323
1132,Feeling Minnesota,1996,tt0116289
1133,Escape to Witch Mountain,1975,tt0072951
1134,Get on the Bus,1996,tt0116404
1135,The Doors,1991,tt0101761
1136,Ghosts of Mississippi,1996,tt0116410
1137,Beautiful Thing,1996,tt0115640
1138,Best Men,1997,tt0118702
1139,Hackers,1995,tt0113243
1140,The Road to Wellville,1994,tt0111001
1141,The War Room,1993,tt0108515
1142,When We Were Kings,1996,tt0118147
1143,Hard Eight,1996,tt0119256
1144,The Quiet Room,1996,tt0117422
1145,Blue Chips,1994,tt0109305
1146,Calendar Girl,1993,tt0106505
1147,My Family,1995,tt0113896
1148,Tom & Viv,1994,tt0111454
1149,Walkabout,1971,tt0067959
1150,Last Dance,1996,tt0116827
1151,Original Gangstas,1996,tt0117260
1152,In Love and War,1996,tt0116621
1153,Backbeat,1993,
1154,Alphaville,1965,tt0058898
1155,Rendezvous in Paris,1995,
1156,Cyclo,1995,tt0112767
1157,The Relic,1997,tt0120004
1158,La Fille seule,1995,
1159,Stalker,1979,tt0079944
1160,Love! Valour! Compassion!,1997,tt0119578
1161,Palookaville,1996,
1162,Phat Beach,1996,tt0117332
1163,The Portrait of a Lady,1996,tt0117364
1164,Zeus and Roxanne,1997,tt0120550
1165,Big Bully,1996,tt0115676
1166,Love & Human Remains,1993,tt0107447
1167,The Sum of Us,1994,tt0111309
1168,Little Buddha,1993,tt0107426
1169,Fresh,1994,tt0109842
1170,Spanking the Monkey,1994,tt0111252
1171,Wild Reeds,1994,tt0111019
1172,The Women,1939,tt0032143
1173,Bliss,1997,tt0118742
1174,Caught,1996,tt0115847
1175,Hugo Pool,1997,tt0119327
1176,Welcome To Sarajevo,1997,
1177,Dunston Checks In,1996,tt0116151
1178,Major Payne,1994,
1179,Man of the House,1995,tt0113755
1180,I Love Trouble,1994,tt0110093
1181,A Low Down Dirty Shame,1994,tt0110399
1182,Cops and Robbersons,1994,tt0109480
1183,The Cowboy Way,1994,tt0109493
1184,The Endless Summer 2,1994,tt0109729
1185,In the Army Now,1994,tt0110123
1186,The Inkwell,1994,tt0110137
1187,Switchblade Sisters,1975,tt0073778
1188,Young Guns II,1990,tt0100994
1189,Prefontaine,1997,tt0119937
1190,That Old Feeling,1997,tt0120318
1191,A Letter From Death Row,1998,
1192,The Boys of St. Vincent,1993,
1193,Before the Rain,1994,tt0110882
1194,Once Were Warriors,1994,tt0110729
1195,Strawberry and Chocolate,1993,
1196,Savage Nights,1992,tt0105032
1197,A Family Thing,1996,tt0116275
1198,Purple Noon,1960,tt0054189
1199,Cemetery Man,1994,
1200,Kim,1950,tt0042644
1201,Marlene Dietrich: Shadow and Light,1996,
1202,Maybe Not Maybe,1994,
1203,Top Hat,1935,tt0027125
1204,To Be or Not to Be,1942,tt0035446
1205,The Secret Agent,1996,tt0117582
1206,Amos & Andrew,1993,tt0106266
1207,Jade,1995,tt0113451
1208,Kiss of Death,1995,tt0113552
1209,Mixed Nuts,1994,tt0110538
1210,Virtuosity,1995,tt0114857
1211,Blue Sky,1994,tt0109306
1212,Flesh and Bone,1993,tt0106926
1213,Guilty as Sin,1993,tt0107057
1214,In the Realm of the Senses,1976,tt0074102
1215,Barb Wire,1996,tt0115624
1216,Kissed,1996,tt0116783
1217,Assassins,1995,tt0112401
1218,Friday,1995,tt0113118
1219,A Goofy Movie,1995,tt0113198
1220,Higher Learning,1995,tt0113305
1221,When a Man Loves a Woman,1994,tt0111693
1222,Judgment Night,1993,tt0107286
1223,King of the Hill,1993,tt0107322
1224,The Scout,1994,tt0111094
1225,Angus,1995,tt0112368
1226,Night Falls on Manhattan,1997,
1227,An Awfully Big Adventure,1995,tt0112427
1228,Under Siege 2: Dark Territory,1995,tt0114781
1229,Poison Ivy II,1995,
1230,Ready to Wear,1994,tt0110907
1231,Marked for Death,1990,tt0100114
1232,Madonna: Truth or Dare,1991,tt0102370
1233,Nénette et Boni,1996,
1234,Chairman of the Board,1998,tt0118836
1235,The Big Bang Theory,1994,
1236,Other Rooms Other Voices,1997,
1237,Twisted,1996,tt0117994
1238,Full Speed,1996,tt0118230
1239,Cutthroat Island,1995,tt0112760
1240,Ghost in the Shell,1995,tt0113568
1241,The Van,1996,tt0118064
1242,The Old Lady Who Walked in the Sea,1991,tt0103207
1243,Night Flier,1997,
1244,Metro,1997,tt0119664
1245,Gridlock'd,1997,tt0119225
1246,Bushwhacked,1995,tt0112602
1247,Bad Girls,1994,tt0109198
1248,Blink,1994,
1249,For Love or Money,1993,tt0106941
1250,Best of the Best 3: No Turning Back,1995,tt0112483
1251,A Chef in Love,1996,tt0117050
1252,Contempt,1963,tt0057345
1253,The Tie That Binds,1995,tt0114666
1254,Gone Fishin',1997,tt0119214
1255,Broken English,1996,tt0115760
1256,The Designated Mourner,1997,tt0118964
1257,The Designated Mourner,1997,tt0118964
1258,Trial and Error,1997,tt0120373
1259,Pie in the Sky,1995,tt0114131
1260,Total Eclipse,1995,tt0114702
1261,The Run of the Country,1995,tt0114307
1262,Walking and Talking,1996,tt0118113
1263,Foxfire,1996,tt0116353
1264,Nothing to Lose,1994,tt0110693
1265,Star Maps,1997,tt0120197
1266,Bread and Chocolate,1973,
1267,Clockers,1995,tt0112688
1268,Bitter Moon,1992,tt0104779
1269,Love in the Afternoon,1957,tt0050658
1270,Life with Mikey,1993,tt0107413
1271,North,1994,tt0110687
1272,Talking About Sex,1994,tt0111357
1273,Color of Night,1994,tt0109456
1274,Robocop 3,1993,
1275,Killer,1994,tt0110259
1276,Sunset Park,1996,tt0117784
1277,Set It Off,1996,tt0117603
1278,Selena,1997,tt0120094
1279,Wild America,1997,tt0120512
1280,Gang Related,1997,tt0118900
1281,Manny & Lo,1996,tt0116985
1282,The Grass Harp,1995,tt0113211
1283,Out to Sea,1997,tt0119848
1284,Before and After,1996,tt0115645
1285,Princess Caraboo,1994,tt0110892
1286,Shall We Dance?,1937,
1287,Ed,1996,tt0116165
1288,Denise Calls Up,1995,tt0112844
1289,Jack and Sarah,1995,
1290,Country Life,1994,tt0109491
1291,Celtic Pride,1996,tt0115851
1292,A Simple Wish,1997,tt0120133
1293,Star Kid,1997,tt0120478
1294,Ayn Rand: A Sense of Life,1997,tt0118662
1295,Kicked in the Head,1997,tt0119457
1296,Indian Summer,1996,tt0116631
1297,Love Affair,1994,tt0110391
1298,The Band Wagon,1953,tt0045537
1299,Penny Serenade,1941,tt0034012
1300,'Til There Was You,1997,tt0118523
1301,Stripes,1981,tt0083131
1302,Late Bloomers,1996,tt0116834
1303,The Getaway,1994,tt0109890
1304,New York Cop,1996,
1305,National Lampoon's Senior Trip,1995,tt0113936
1306,Delta of Venus,1994,
1307,Carmen Miranda: Bananas Is My Business,1994,
1308,Babyfever,1994,tt0109191
1309,A Very Natural Thing,1974,tt0072362
1310,A Walk in the Sun,1945,tt0038235
1311,Waiting to Exhale,1995,tt0114885
1312,The Pompatus of Love,1996,
1313,Palmetto,1998,tt0120782
1314,Surviving the Game,1994,tt0111323
1315,Inventing the Abbotts,1997,tt0119381
1316,The Horse Whisperer,1998,tt0119314
1317,The Journey of August King,1995,tt0113490
1318,Catwalk,1995,tt0112646
1319,The Neon Bible,1995,tt0113952
1320,Homage,1995,tt0113319
1321,Open Season,1996,
1322,Metisse,1993,
1323,The Wooden Man's Bride,1994,tt0111752
1324,Loaded,1994,tt0110374
1325,August,1996,tt0115591
1326,Boys,1996,tt0115742
1327,Captives,1994,tt0109374
1328,Of Love and Shadows,1994,tt0110712
1329,The Low Life,1994,
1330,An Unforgettable Summer,1994,tt0111546
1331,"His Life and Music, The Last Klezmer: Leopold Kozlowski",1995,
1332,My Life and Times With Antonin Artaud,1993,
1333,Midnight Dancers,1994,tt0111180
1334,Somebody to Love,1994,tt0111237
1335,American Buffalo,1996,tt0115530
1336,Kazaam,1996,tt0116756
1337,Larger Than Life,1996,tt0116823
1338,Two Deaths,1995,tt0117999
1339,Stefano Quantestorie,1993,tt0108220
1340,The Crude Oasis,1995,
1341,Hedd Wyn,1992,tt0104403
1342,The Convent,1995,tt0112716
1343,Lotto Land,1995,tt0113695
1344,The Story of Xinghua,1993,
1345,The Day the Sun Turned Cold,1994,tt0111424
1346,Dingo,1992,
1347,The Ballad of Narayama,1958,tt0051980
1348,Every Other Weekend,1990,
1349,Mille bolle blu,1993,tt0107575
1350,Crows and Sparrows,1949,tt0042054
1351,Lover's Knot,1996,
1352,Shadow of Angels,1976,tt0075169
1353,1-900,1994,tt0109001
1354,Venice/Venice,1992,tt0105729
1355,Infinity,1996,tt0116635
1356,Ed's Next Move,1996,tt0116167
1357,For the Moment,1994,
1358,The Deadly Cure,1996,
1359,Boys in Venice,1996,
1360,The Sexual Life of the Belgians,1994,
1361,The Search for One-eye Jimmy,1996,
1362,American Strays,1996,tt0115531
1363,The Leopard Son,1996,tt0116859
1364,Bird of Prey,1996,
1365,Johnny 100 Pesos,1993,tt0107274
1366,JLG/JLG - autoportrait de décembre,1994,
1367,Faust,1994,tt0109781
1368,Mina Tannenbaum,1994,tt0110521
1369,The Forbidden Christ,1950,
1370,I Can't Sleep,1994,tt0110171
1371,The Machine,1994,
1372,The Stranger,1994,tt0123281
1373,Good Morning,1971,tt0067152
1374,Falling in Love Again,1980,tt0080714
1375,The Cement Garden,1993,tt0106535
1376,Meet Wally Sparks,1997,tt0119644
1377,Hotel de Love,1996,tt0116565
1378,Rhyme & Reason,1997,tt0120014
1379,Love and Other Catastrophes,1996,tt0116931
1380,Hollow Reed,1996,tt0113314
1381,Losing Chase,1996,
1382,Le Bonheur,1965,tt0058985
1383,The Second Jungle Book: Mowgli & Baloo,1997,tt0120087
1384,Squeeze,1996,
1385,Roseanna's Grave,1997,tt0120034
1386,Tetsuo II: Body Hammer,1992,tt0105569
1387,Fall,1997,tt0119098
1388,Gabbeh,1996,tt0116384
1389,Mondo,1996,
1390,The Innocent Sleep,1995,tt0113425
1391,For Ever Mozart,1996,tt0116334
1392,The Locusts,1997,tt0119557
1393,Stag,1997,tt0120192
1394,Swept from the Sea,1997,tt0120257
1395,Hurricane Streets,1998,
1396,Stonewall,1995,tt0114550
1397,Of Human Bondage,1934,tt0025586
1398,Anna,1996,tt2661954
1399,Stranger in the House,1997,tt0120222
1400,Picture Bride,1995,
1401,M. Butterfly,1993,tt0107468
1402,Professore! Ciao,1993,
1403,Caro Diario,1994,
1404,Withnail and I,1987,
1405,Boy's Life 2,1997,
1406,When Night Is Falling,1995,tt0114916
1407,The Specialist,1994,tt0111255
1408,Gordy,1995,
1409,The Swan Princess,1994,tt0111333
1410,Harlem,1993,
1411,Barbarella,1968,tt0062711
1412,Land Before Time III: The Time of the Great Giving,1995,
1413,Street Fighter,1994,tt0111301
1414,Coldblooded,1995,tt0112702
1415,The Next Karate Kid,1994,tt0110657
1416,No Escape,1994,tt0110678
1417,The Turning,1992,tt0105660
1418,The Joy Luck Club,1993,tt0107282
1419,Highlander III: The Sorcerer,1994,tt0110027
1420,Gilligan's Island: The Movie,1998,
1421,My Crazy Life,1993,
1422,Suture,1993,tt0108260
1423,The Walking Dead,1995,tt0114888
1424,I Like It Like That,1994,tt0110091
1425,I'll Do Anything,1994,tt0110097
1426,Grace of My Heart,1996,tt0116442
1427,Drunks,1995,tt0112907
1428,SubUrbia,1997,
1429,Sliding Doors,1998,tt0120148
1430,Ill Gotten Gains,1997,tt0119352
1431,Legal Deceit,1997,tt0130073
1432,The Mighty,1998,tt0119670
1433,Men of Means,1998,tt0119655
1434,Shooting Fish,1997,tt0120122
1435,Steal Little Steal Big,1995,
1436,Mr. Jones,1993,tt0107611
1437,House Party 3,1994,tt0110064
1438,Panther,1995,tt0114084
1439,Jason's Lyric,1994,tt0110186
1440,Above the Rim,1994,tt0109035
1441,Moonlight and Valentino,1995,tt0113851
1442,The Scarlet Letter,1995,tt0114345
1443,8 Seconds,1994,tt0109021
1444,That Darn Cat!,1965,tt0059793
1445,Ladybird Ladybird,1994,tt0110296
1446,Love Bye Bye,1995,
1447,Century,1993,tt0106537
1448,My Favorite Season,1993,tt0107471
1449,Pather Panchali,1955,tt0048473
1450,Golden Earrings,1947,tt0039428
1451,Foreign Correspondent,1940,tt0032484
1452,Lady of Burlesque,1943,tt0036094
1453,Angel on My Shoulder,1946,tt0038300
1454,Angel and the Badman,1947,tt0039152
1455,The Outlaw,1943,tt0036241
1456,Beat the Devil,1954,
1457,Love Is All There Is,1996,tt0116928
1458,A Damsel in Distress,1937,tt0028757
1459,Madame Butterfly,1995,tt0113731
1460,Sleepover,1995,tt0114472
1461,Here Comes Cookie,1935,tt0026465
